Order,Family,Species,Common name,ED,GE,EDGE,Rank,Red List ID,Distribution,
CARNIVORA,MEPHITIDAE,Spilogale putorius,Eastern Spotted Skunk,8.832013455,2,3.671938102,483,41636,"Canada,Mexico,United States", 
RODENTIA,MURIDAE,Pithecheir melanurus,Javan Pithecheir,8.83120952,2,3.671856331,484,17400,Indonesia, 
RODENTIA,MURIDAE,Phloeomys cumingi,Southern Luzon Phloeomys,8.738833017,2,3.662415658,485,17003,Philippines, 
AFROSORICIDA,TENRECIDAE,Microgale dryas,Tree Shrew Tenrec,8.711011822,2,3.659554842,486,13356,Madagascar, 
DASYUROMORPHIA,DASYURIDAE,Sminthopsis butleri,Butler's Dunnart,8.694953677,2,3.657899872,487,20295,Australia, 
CETARTIODACTYLA,SUIDAE,Sus philippensis,Philippine Warty Pig,8.682113677,2,3.656574594,488,21176,Philippines, 
RODENTIA,MURIDAE,Haeromys pusillus,Sundaic Haeromys,8.669169656,2,3.655236799,489,9632,"Indonesia,Malaysia,Philippines", 
RODENTIA,MURIDAE,Hapalomys delacouri,Delacour's Marmoset Rat,8.640016653,2,3.652217197,490,9679,"China,Lao People's Democratic Republic,Viet Nam", 
RODENTIA,MURIDAE,Komodomys rintjanus,Nusa Tenggara Komodomys,8.636823792,2,3.651885933,491,11050,Indonesia, 
RODENTIA,CRICETIDAE,Mesocricetus auratus,Golden Hamster,8.612196443,2,3.649327116,492,13219,"Syrian Arab Republic,Turkey", 
RODENTIA,HYSTRICIDAE,Hystrix pumila,Phillipine Porcupine,8.604338875,2,3.648509324,493,10753,Philippines, 
CARNIVORA,MUSTELIDAE,Mustela felipei,Colombian Weasel,8.589565496,2,3.646969941,494,14026,"Colombia,Ecuador", 
CARNIVORA,HERPESTIDAE,Bdeogale omnivora,Sokoke Dog Mongoose,8.581364011,2,3.646114324,495,136686,"Kenya,Tanzania, United Republic of", 
RODENTIA,MURIDAE,Haeromys minahassae,Lowland Sulawesi Haeromys,8.557206147,2,3.643589801,496,9631,Indonesia, 
RODENTIA,MURIDAE,Conilurus penicillatus,Brush-tailed Tree-rat,8.501069811,2,3.637698765,497,5224,"Australia,Papua New Guinea", 
CHIROPTERA,PHYLLOSTOMIDAE,Leptonycteris curasoae,Southern Long-nosed Bat,8.419629222,2,3.629090088,498,11699,"Aruba,Bonaire, Sint Eustatius and Saba,Colombia,Curaçao,Venezuela, Bolivarian Republic of", 
RODENTIA,MURIDAE,Taeromys taerae,"Northeastern Mountain Taeromys, Tondano Rat",8.415752452,2,3.628678441,499,21333,Indonesia, 
CETARTIODACTYLA,CERVIDAE,Rangifer tarandus,Reindeer,8.404676633,2,3.627501441,500,29742,"Canada,Finland,Falkland Islands (Malvinas),Greenland,South Georgia and the South Sandwich Islands,Iceland,Mongolia,Norway,Russian Federation,United States", 
RODENTIA,MURIDAE,Echiothrix centrosa,Central Sulawesi Echiothrix,8.381196259,2,3.625001649,501,136230,Indonesia, 
RODENTIA,BATHYERGIDAE,Fukomys kafuensis,NA,8.37736414,2,3.624593076,502,44861,Zambia, 
CARNIVORA,FELIDAE,Panthera uncia,Snow Leopard,8.375173573,2,3.624359447,503,22732,"Afghanistan,Bhutan,China,India,Kyrgyzstan,Kazakhstan,Mongolia,Nepal,Pakistan,Russian Federation,Tajikistan,Uzbekistan", 
RODENTIA,MURIDAE,Notomys fuscus,Dusky Hopping-mouse,8.36670316,2,3.623455545,504,14863,Australia, 
PRIMATES,CERCOPITHECIDAE,Cercopithecus hamlyni,Owl-faced Monkey,8.338790576,2,3.620471116,505,4219,"Congo, The Democratic Republic of the,Rwanda", 
RODENTIA,MURIDAE,Leopoldamys siporanus,Mentawai Archipelago Leopoldamys,8.303191121,2,3.616651834,506,11521,Indonesia, 
RODENTIA,SCIURIDAE,Funambulus sublineatus,Dusky-striped Squirrel,8.296164904,2,3.6158963,507,8703,"India,Sri Lanka", 
RODENTIA,MURIDAE,Pseudomys fieldi,Alice Springs Mouse,8.293269391,2,3.615584778,508,18549,Australia, 
PRIMATES,AOTIDAE,Aotus nancymaae,"Nancy Ma's Night Monkey, Ma's Night Monkey, Peruvian Red-necked Owl Monkey",8.286721467,2,3.614879942,509,41540,"Brazil,Colombia,Peru", 
CETARTIODACTYLA,BOVIDAE,Dorcatragus megalotis,Beira,8.277416708,2,3.613877497,510,6793,"Djibouti,Somalia", 
DASYUROMORPHIA,DASYURIDAE,Dasyuroides byrnei,Kowari,8.269198961,2,3.612991325,511,6265,Australia, 
CARNIVORA,FELIDAE,Panthera pardus,Leopard,8.264510432,2,3.612485379,512,15954,"United Arab Emirates,Afghanistan,Armenia,Angola,Azerbaijan,Bangladesh,Burkina Faso,Burundi,Benin,Bhutan,Botswana,Congo, The Democratic Republic of the,Central African Republic,Congo,Côte d'Ivoire,Cameroon,China,Djibouti,Egypt,Eritrea,Ethiopia,Gabon,Ghana,Gambia,Guinea,Equatorial Guinea,Guinea-Bissau,Hong Kong,Indonesia,Israel,India,Iraq,Iran, Islamic Republic of,Jordan,Kenya,Cambodia,Korea, Democratic People's Republic of,Korea, Republic of,Kuwait,Lao People's Democratic Republic,Lebanon,Sri Lanka,Liberia,Lesotho,Morocco,Mali,Myanmar,Mauritania,Malawi,Malaysia,Mozambique,Namibia,Niger,Nigeria,Nepal,Oman,Pakistan,Russian Federation,Rwanda,Saudi Arabia,Sudan,Singapore,Sierra Leone,Senegal,Somalia,South Sudan,Syrian Arab Republic,Swaziland,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Tunisia,Turkey,Tanzania, United Republic of,Uganda,Uzbekistan,Viet Nam,Yemen,South Africa,Zambia,Zimbabwe", 
CARNIVORA,FELIDAE,Panthera leo,Lion,8.259226649,2,3.611914891,513,15951,"Afghanistan,Angola,Burkina Faso,Burundi,Benin,Botswana,Congo, The Democratic Republic of the,Central African Republic,Congo,Côte d'Ivoire,Cameroon,Djibouti,Algeria,Egypt,Western Sahara,Eritrea,Ethiopia,Gabon,Ghana,Gambia,Guinea,Guinea-Bissau,Israel,India,Iraq,Iran, Islamic Republic of,Jordan,Kenya,Kuwait,Lebanon,Lesotho,Libya,Morocco,Mali,Mauritania,Malawi,Mozambique,Namibia,Niger,Nigeria,Pakistan,Rwanda,Saudi Arabia,Sudan,Sierra Leone,Senegal,Somalia,South Sudan,Syrian Arab Republic,Swaziland,Chad,Togo,Tunisia,Turkey,Tanzania, United Republic of,Uganda,South Africa,Zambia,Zimbabwe", 
PRIMATES,AOTIDAE,Aotus brumbacki,Brumback's Night Monkey,8.233187574,2,3.609098699,514,39915,Colombia, 
PRIMATES,AOTIDAE,Aotus griseimembra,Grey-handed Night Monkey,8.233187574,2,3.609098699,514,1807,"Colombia,Venezuela, Bolivarian Republic of", 
RODENTIA,MURIDAE,Praomys hartwigi,Hartwig's Praomys,8.218823058,2,3.60754174,516,18113,Cameroon, 
RODENTIA,MURIDAE,Gerbillus hoogstraali,Hoogstraal's Gerbil,8.195330175,2,3.604990127,517,9129,Morocco, 
RODENTIA,MURIDAE,Praomys degraaffi,De Graaff's Praomys,8.185767749,2,3.603949664,518,41210,"Burundi,Rwanda,Uganda", 
RODENTIA,SCIURIDAE,Funambulus layardi,Layard's Palm Squirrel,8.155189057,2,3.60061519,519,8700,Sri Lanka, 
CARNIVORA,FELIDAE,Leopardus guigna,GuiÃ±a,8.154578041,2,3.600548448,520,15311,"Argentina,Chile", 
CARNIVORA,FELIDAE,Leopardus guttulus,Southern Little Spotted Cat,8.128014694,2,3.597642583,521,54010476,"Argentina,Brazil,Paraguay", 
CARNIVORA,FELIDAE,Leopardus tigrinus,Northern Tiger Cat,8.128014694,2,3.597642583,521,54012637,"Bolivia, Plurinational States of,Brazil,Colombia,Costa Rica,Ecuador,French Guiana,Guyana,Panama,Peru,Suriname,Venezuela, Bolivarian Republic of", 
PRIMATES,ATELIDAE,Ateles paniscus,Guiana Spider Monkey,8.111784251,2,3.59586291,523,2283,"Brazil,French Guiana,Guyana,Suriname", 
RODENTIA,MURIDAE,Mesembriomys gouldii,Black-footed Tree-rat,8.09799742,2,3.594348687,524,13211,Australia, 
CHIROPTERA,VESPERTILIONIDAE,Pipistrellus maderensis,Madeira Pipistrelle,8.096381507,2,3.594171059,525,17315,"Spain,Portugal", 
CARNIVORA,VIVERRIDAE,Genetta bourloni,Bourlon's Genet,8.09472319,2,3.593988737,526,136223,"Côte d'Ivoire,Guinea,Liberia,Sierra Leone", 
CARNIVORA,VIVERRIDAE,Genetta cristata,Crested Genet,8.086330623,2,3.593065516,527,8998,"Cameroon,Nigeria", 
RODENTIA,MURIDAE,Tarsomys echinatus,Spiny Tarsomys,8.081380729,2,3.592520605,528,21496,Philippines, 
RODENTIA,MURIDAE,Niviventer cameroni,Cameron Highlands Niviventer,8.064410749,2,3.5906502,529,136512,Malaysia, 
RODENTIA,MURIDAE,Bunomys fratrorum,Northeastern Peninsula Bunomys,8.055742387,2,3.589693436,530,3330,Indonesia, 
CETARTIODACTYLA,CERVIDAE,Hydropotes inermis,Water Deer,8.044051239,2,3.588401581,531,10329,"China,France,United Kingdom,Korea, Democratic People's Republic of,Korea, Republic of", 
CHIROPTERA,VESPERTILIONIDAE,Plecotus teneriffae,Tenerife Long-eared Bat,8.034884419,2,3.587387492,532,17602,Spain, 
RODENTIA,MURIDAE,Zyzomys maini,Arnhem Rock-rat,8.034565874,2,3.587352235,533,23326,Australia, 
RODENTIA,MURIDAE,Pseudomys australis,Plains Mouse,8.032481029,2,3.587121445,534,75927871,Australia, 
CARNIVORA,MUSTELIDAE,Lutrogale perspicillata,Smooth-coated Otter,8.022791159,2,3.586048088,535,12427,"Bangladesh,Brunei Darussalam,Bhutan,China,Indonesia,India,Iraq,Cambodia,Lao People's Democratic Republic,Myanmar,Malaysia,Nepal,Pakistan,Thailand,Viet Nam", 
RODENTIA,CRICETIDAE,Reithrodontomys tenuirostris,Narrow-nosed Harvest Mouse,7.992519977,2,3.582687479,536,19418,"Guatemala,Mexico", 
EULIPOTYPHLA,SORICIDAE,Sylvisorex camerunensis,NA,7.987550954,2,3.582134754,537,45051,"Cameroon,Nigeria", 
RODENTIA,MURIDAE,Margaretamys beccarii,Beccari's Margareta Rat,7.931144995,2,3.575838967,538,12795,Indonesia, 
RODENTIA,MURIDAE,Grammomys minnae,Ethiopian Thicket Rat,7.918841798,2,3.574460456,539,9459,Ethiopia, 
RODENTIA,MURIDAE,Maxomys pagensis,Mentawai Archipelago Maxomys,7.91501016,2,3.574030752,540,12902,Indonesia, 
RODENTIA,MURIDAE,Pseudomys oralis,Hastings River Mouse,7.878570942,2,3.569934975,541,18554,Australia, 
CHIROPTERA,VESPERTILIONIDAE,Plecotus sardus,Sardinian Long-eared Bat,7.820343823,2,3.563355213,542,136503,Italy, 
RODENTIA,MURIDAE,Chiropodomys karlkoopmani,Koopmanâ€™s Pencil-tailed Tree Mouse,7.813322323,2,3.562558838,543,4681,Indonesia, 
EULIPOTYPHLA,SORICIDAE,Myosorex longicaudatus,Long-tailed Forest Shrew,7.812805842,2,3.562500234,544,14108,South Africa, 
RODENTIA,MURIDAE,Pseudomys fumeus,Smoky Mouse,7.806886683,2,3.561828354,545,18550,Australia, 
LAGOMORPHA,LEPORIDAE,Lepus corsicanus,Corsican Hare,7.791171588,2,3.56004235,546,41305,Italy, 
PRIMATES,PITHECIIDAE,Callicebus personatus,Atlantic Titi,7.776615717,2,3.558385241,547,3555,Brazil, 
LAGOMORPHA,LEPORIDAE,Lepus castroviejoi,Broom Hare,7.775920626,2,3.55830604,548,11797,Spain, 
RODENTIA,MURIDAE,Maxomys rajah,Rajah Sundaic Maxomys,7.74665902,2,3.554966162,549,12904,"Brunei Darussalam,Indonesia,Malaysia,Thailand", 
RODENTIA,CRICETIDAE,Podomys floridanus,Florida Mouse,7.735259009,2,3.553661956,550,17830,United States, 
EULIPOTYPHLA,SORICIDAE,Ruwenzorisorex suncoides,Ruwenzori Shrew,7.72938212,2,3.552988952,551,19790,"Burundi,Congo, The Democratic Republic of the,Rwanda,Uganda", 
RODENTIA,MURIDAE,Pseudomys novaehollandiae,New Holland Mouse,7.703597487,2,3.550030806,552,18552,Australia, 
PRIMATES,LEMURIDAE,Eulemur rufus,Audebert's Brown Lemur,7.664564887,2,3.545536068,553,8209,Madagascar, 
PRIMATES,AOTIDAE,Aotus miconax,Andean Night Monkey,7.663849834,2,3.545453539,554,1802,Peru, 
RODENTIA,MURIDAE,Bullimus gamay,Camiguin Bullimus,7.648466483,2,3.543676381,555,136264,Philippines, 
RODENTIA,MURIDAE,Maxomys whiteheadi,Whitehead's Spiny Rat,7.6418589,2,3.542912071,556,12907,"Brunei Darussalam,Indonesia,Malaysia,Thailand", 
EULIPOTYPHLA,SORICIDAE,Myosorex okuensis,Oku Mouse Shrew,7.62478752,2,3.540934688,557,14112,Cameroon, 
EULIPOTYPHLA,SORICIDAE,Sorex macrodon,Large-toothed Shrew,7.619954181,2,3.54037413,558,20392,Mexico, 
EULIPOTYPHLA,SORICIDAE,Sorex milleri,Carmen Mountain Shrew,7.619954181,2,3.54037413,558,20397,Mexico, 
CHIROPTERA,VESPERTILIONIDAE,Hesperoptenus tomesi,Large False Serotine,7.596344489,2,3.537631415,560,9979,"Malaysia,Thailand", 
PRIMATES,AOTIDAE,Aotus lemurinus,Lemurine Night Monkey,7.582816688,2,3.536056506,561,1808,"Colombia,Ecuador,Venezuela, Bolivarian Republic of", 
DASYUROMORPHIA,DASYURIDAE,Phascogale pirata,Northern Brush-tailed Phascogale,7.578592221,2,3.535564184,562,16889,Australia, 
RODENTIA,MURIDAE,Otomys occidentalis,Western Vlei Rat,7.563500971,2,3.53380346,563,15657,"Cameroon,Nigeria", 
CARNIVORA,FELIDAE,Felis nigripes,Black-footed Cat,7.552879904,2,3.532562418,564,8542,"Botswana,Namibia,South Africa", 
RODENTIA,SCIURIDAE,Sundasciurus fraterculus,Fraternal Squirrel,7.539619146,2,3.531010771,565,21154,Indonesia, 
RODENTIA,MURIDAE,Hybomys lunaris,Ruwenzori Hybomys,7.538479175,2,3.530877271,566,10280,"Congo, The Democratic Republic of the,Uganda", 
PRIMATES,PITHECIIDAE,Callicebus melanochir,Southern Bahian Masked Titi,7.519445322,2,3.528645597,567,39930,Brazil, 
CETARTIODACTYLA,BOVIDAE,Bos gaurus,Gaur,7.517100475,2,3.528370324,568,2891,"Bangladesh,Bhutan,China,India,Cambodia,Lao People's Democratic Republic,Sri Lanka,Myanmar,Malaysia,Nepal,Thailand,Viet Nam", 
