Order,Family,Species,Common name,ED,GE,EDGE,Rank,Red List ID,Distirbution,
FALCONIFORMES,FALCONIDAE,Micrastur plumbeus,Plumbeous Forest-falcon,10.23401826,2,3.80524088,429,22696275,"Colombia,Ecuador", 
PSITTACIFORMES,PSITTACIDAE,Coracopsis barklyi,Seychelles Parrot,10.2057645,2,3.802722695,430,22727890,Seychelles, 
GALLIFORMES,MEGAPODIIDAE,Megapodius geelvinkianus,Biak Scrubfowl ,10.144717,2,3.797259935,431,22728514,Indonesia, 
GRUIFORMES,RALLIDAE,Gallinula comeri,Gough Moorhen,10.10583248,2,3.79376478,432,22692866,"Saint Helena, Ascension and Tristan da Cunha", 
GALLIFORMES,MEGAPODIIDAE,Megapodius nicobariensis,Nicobar Scrubfowl,10.099013,2,3.793150547,433,22678583,"India,Myanmar", 
COLUMBIFORMES,COLUMBIDAE,Phapitreron brunneiceps,Dark-eared Brown-dove,9.97974377,2,3.782346461,434,22724523,Philippines, 
PASSERIFORMES,STURNIDAE,Rhabdornis rabori,Visayan Rhabdornis,9.971528875,2,3.781597994,435,103878304,Philippines, 
ACCIPITRIFORMES,ACCIPITRIDAE,Cryptoleucopteryx plumbea,Plumbeous Hawk,9.928109616,2,3.777632695,436,22695732,"Colombia,Ecuador,Panama,Peru", 
GALLIFORMES,PHASIANIDAE,Rhizothera dulitensis,Dulit Partridge,9.85343175,2,3.770775681,437,22728242,Malaysia, 
PASSERIFORMES,COTINGIDAE,Doliornis sclateri,Bay-vented Cotinga,9.81272,2,3.76701758,438,22729326,Peru, 
PASSERIFORMES,COTINGIDAE,Doliornis remseni,Chestnut-bellied Cotinga,9.81272,2,3.76701758,438,22700747,"Colombia,Ecuador", 
PASSERIFORMES,MALURIDAE,Amytornis woodwardi,White-throated Grasswren,9.81064,2,3.766825195,440,22703783,Australia, 
PASSERIFORMES,MALURIDAE,Amytornis dorotheae,Carpentarian Grasswren,9.81064,2,3.766825195,440,22703786,Australia, 
PASSERIFORMES,TYRANNIDAE,Platyrinchus leucoryphus,Russet-winged Spadebill,9.767776625,2,3.762852389,442,22699644,"Argentina,Brazil,Paraguay", 
GALLIFORMES,NUMIDIDAE,Agelastes meleagrides,White-breasted Guineafowl,9.726368375,2,3.758999405,443,22679545,"C™te d'Ivoire,Ghana,Liberia,Sierra Leone", 
ACCIPITRIFORMES,ACCIPITRIDAE,Haliaeetus pelagicus,Steller's Sea-eagle,9.430509489,2,3.731029477,444,22695147,"China,Japan,Korea, Democratic People's Republic of,Korea, Republic of,Russian Federation,Taiwan, Province of China,United States", 
ACCIPITRIFORMES,ACCIPITRIDAE,Circaetus beaudouini,Beaudouin's Snake-eagle,9.421658273,2,3.730180528,445,22732272,"Burkina Faso,Benin,Congo, The Democratic Republic of the,Central African Republic,C™te d'Ivoire,Cameroon,Ghana,Gambia,Guinea,Kenya,Mali,Mauritania,Niger,Nigeria,Sudan,Senegal,South Sudan,Chad,Uganda", 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma solandri,Providence Petrel,9.345481536,2,3.722844219,446,22698042,"American Samoa,Australia,Cook Islands,Fiji,Micronesia, Federated States of ,Japan,Kiribati,Marshall Islands,New Caledonia,Norfolk Island,Nauru,New Zealand,Palau,Russian Federation,Solomon Islands,Tokelau,Tonga,Tuvalu,United States Minor Outlying Islands,United States,Vanuatu,Wallis and Futuna,Samoa", 
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria parkinsoni,Black Petrel,9.298748632,2,3.718316757,447,22698150,"Australia,Cook Islands,Colombia,Costa Rica,Ecuador,Fiji,Guatemala,Kiribati,Mexico,New Caledonia,Nicaragua,Niue,New Zealand,Panama,Peru,French Polynesia,El Salvador,French Southern Territories,Tonga", 
PASSERIFORMES,COTINGIDAE,Procnias nudicollis,Bare-throated Bellbird,9.27541,2,3.716048023,448,22700968,"Argentina,Brazil,Paraguay", 
GRUIFORMES,RALLIDAE,Fulica alai,Hawaiian Coot,9.26824066,2,3.715350062,449,22692920,United States, 
ACCIPITRIFORMES,ACCIPITRIDAE,Spilornis kinabaluensis,Kinabalu Serpent-eagle,9.253538,2,3.713917178,450,22695306,"Brunei Darussalam,Indonesia,Malaysia", 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma longirostris,Stejneger's Petrel,9.153115882,2,3.704075003,451,22697997,"Chile,Micronesia, Federated States of ,Guam,Japan,Kiribati,Marshall Islands,Northern Mariana Islands,New Zealand,French Polynesia,United States Minor Outlying Islands,United States", 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma cookii,Cook's Petrel,9.107299321,2,3.699552229,452,22697975,"American Samoa,Australia,Canada,Cook Islands,Chile,Ecuador,Kiribati,Mexico,New Caledonia,Norfolk Island,Niue,New Zealand,Peru,French Polynesia,Pitcairn,French Southern Territories,Tokelau,Tonga,Tuvalu,United States Minor Outlying Islands,United States,Wallis and Futuna,Samoa", 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma axillaris,Chatham Petrel,9.021978557,2,3.691074898,453,22697949,"Chile,New Zealand,Peru", 
PASSERIFORMES,MALACONOTIDAE,Malaconotus gladiator,Green-breasted Bush-shrike,8.985476,2,3.687425998,454,22707728,"Cameroon,Nigeria", 
PASSERIFORMES,BERNIERIDAE,Crossleyia tenebrosa,Dusky Tetraka,8.97934575,2,3.686811893,455,22713021,Madagascar, 
GRUIFORMES,RALLIDAE,Aramidopsis plateni,Snoring Rail,8.956910211,2,3.684561165,456,22692552,Indonesia, 
GRUIFORMES,RALLIDAE,Atlantisia rogersi,Inaccessible Rail,8.930126596,2,3.681867588,457,22692556,"Saint Helena, Ascension and Tristan da Cunha", 
PASSERIFORMES,PELLORNEIDAE,Graminicola striatus,Chinese Grass-babbler,8.9013975,2,3.67897027,458,103870381,"Bangladesh,China,Hong Kong,Cambodia,Myanmar,Thailand,Viet Nam", 
GRUIFORMES,RALLIDAE,Zapornia atra,Henderson Crake,8.887031471,2,3.677518307,459,22692711,Pitcairn, 
GRUIFORMES,RALLIDAE,Coturnicops exquisitus,Swinhoe's Rail,8.875286853,2,3.67632972,460,22692270,"China,Japan,Korea, Democratic People's Republic of,Korea, Republic of,Mongolia,Russian Federation", 
COLUMBIFORMES,COLUMBIDAE,Geotrygon caniceps,Grey-headed Quail-dove,8.844594,2,3.673216833,461,22729904,Cuba, 
PELECANIFORMES,ARDEIDAE,Egretta vinaceigula,Slaty Egret,8.834367,2,3.672177449,462,22696922,"Angola,Botswana,Malawi,Mozambique,Namibia,South Africa,Zambia,Zimbabwe", 
GRUIFORMES,RALLIDAE,Porzana spiloptera,Dot-winged Crake,8.826230842,2,3.671349788,463,22692687,"Argentina,Brazil,Uruguay", 
COLUMBIFORMES,COLUMBIDAE,Henicophaps foersteri,New Britain Bronzewing,8.806714748,2,3.669361691,464,22690664,Papua New Guinea, 
PASSERIFORMES,LOCUSTELLIDAE,Chaetornis striata,Bristled Grassbird,8.782357,2,3.666874818,465,22715559,"Bangladesh,India,Nepal,Pakistan", 
PASSERIFORMES,PETROICIDAE,Petroica dannefaerdi,Snares Tomtit,8.768728971,2,3.665480724,466,103734886,New Zealand, 
GRUIFORMES,RALLIDAE,Amaurornis magnirostris,Talaud Bush-hen,8.751379535,2,3.663703127,467,22732147,Indonesia, 
ACCIPITRIFORMES,ACCIPITRIDAE,Nisaetus nanus,Wallace's Hawk-eagle,8.727724194,2,3.661274334,468,22696186,"Brunei Darussalam,Indonesia,Myanmar,Malaysia,Thailand", 
CAPRIMULGIFORMES,APODIDAE,Schoutedenapus schoutedeni,Schouteden's Swift,8.714131,2,3.659875991,469,22686625,"Congo, The Democratic Republic of the", 
PASSERIFORMES,PARIDAE,Machlolophus nuchalis,White-naped Tit,8.693110201,2,3.657709706,470,22711924,India, 
GRUIFORMES,RALLIDAE,Gymnocrex rosenbergii,Blue-faced Rail,8.666945407,2,3.655006737,471,22692604,Indonesia, 
GRUIFORMES,RALLIDAE,Habroptila wallacii,Drummer Rail,8.660113993,2,3.65429981,472,22692781,Indonesia, 
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna bulleri,Buller's Shearwater,8.654498746,2,3.653718359,473,22698182,"American Samoa,Australia,Canada,Cook Islands,Chile,Costa Rica,Ecuador,Fiji,Micronesia, Federated States of ,Japan,Kiribati,Marshall Islands,Mexico,New Caledonia,Norfolk Island,Nauru,Niue,New Zealand,Peru,French Polynesia,Russian Federation,Solomon Islands,French Southern Territories,Tokelau,Tonga,Tuvalu,United States Minor Outlying Islands,United States,Vanuatu,Wallis and Futuna,Samoa", 
GRUIFORMES,RALLIDAE,Lewinia muelleri,Auckland Rail,8.576732588,2,3.645630829,474,22692529,New Zealand, 
COLUMBIFORMES,COLUMBIDAE,Alopecoenas kubaryi,Caroline Ground-dove,8.51974227,2,3.639662137,475,22691024,"Micronesia, Federated States of ", 
PASSERIFORMES,CORVIDAE,Gymnorhinus cyanocephalus,Pinyon Jay,8.484967182,2,3.636002505,476,22705608,"Canada,Mexico,United States", 
PICIFORMES,CAPITONIDAE,Capito quinticolor,Five-colored Barbet,8.480766455,2,3.635559524,477,22681920,"Colombia,Ecuador", 
PASSERIFORMES,TYRANNIDAE,Cnipodectes superrufus,Rufous Twistwing,8.410201676,2,3.628088747,478,22735464,"Bolivia, Plurinational States of,Brazil,Peru", 
COLUMBIFORMES,COLUMBIDAE,Geophaps smithii,Partridge Pigeon,8.406829,2,3.627730276,479,22690689,Australia, 
PASSERIFORMES,PHAENICOPHILIDAE,Xenoligea montana,White-winged Warbler,8.392561573,2,3.626212415,480,22722076,"Dominican Republic,Haiti", 
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria aequinoctialis,White-chinned Petrel,8.354116767,2,3.622110903,481,22698140,"Antarctica,Argentina,Australia,Brazil,Bouvet Island,Chile,Ecuador,Falkland Islands (Malvinas),South Georgia and the South Sandwich Islands,Heard Island and McDonald Islands,Madagascar,Mozambique,Namibia,New Zealand,Peru,Saint Helena, Ascension and Tristan da Cunha,French Southern Territories,Uruguay,South Africa", 
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria conspicillata,Spectacled Petrel,8.350792255,2,3.621755434,482,22728437,"Angola,Argentina,Australia,Brazil,Namibia,Saint Helena, Ascension and Tristan da Cunha,Uruguay,South Africa", 
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus humboldti,Humboldt Penguin,8.335894,2,3.620160902,483,22697817,"Chile,Colombia,Ecuador,Peru,United States", 
PASSERIFORMES,VANGIDAE,Prionops alberti,Yellow-crested Helmet-shrike,8.294381,2,3.615704385,484,22707769,"Congo, The Democratic Republic of the", 
PASSERIFORMES,GRALLARIIDAE,Hylopezus auricularis,Masked Antpitta,8.237396,2,3.609554389,485,22728454,"Bolivia, Plurinational States of", 
PELECANIFORMES,ARDEIDAE,Egretta eulophotes,Chinese Egret,8.207095,2,3.606268744,486,22696977,"Brunei Darussalam,China,Hong Kong,Indonesia,Japan,Korea, Democratic People's Republic of,Korea, Republic of,Macao,Malaysia,Philippines,Russian Federation,Singapore,Thailand,Taiwan, Province of China,United States,Viet Nam", 
COLUMBIFORMES,COLUMBIDAE,Alopecoenas stairi,Shy Ground-dove,8.167457128,2,3.601954306,487,22691042,"American Samoa,Fiji,Tonga,Wallis and Futuna,Samoa", 
GALLIFORMES,PHASIANIDAE,Melanoperdix niger,Black Partridge,8.15865514,2,3.60099371,488,22678934,"Brunei Darussalam,Indonesia,Malaysia,Singapore", 
GALLIFORMES,ODONTOPHORIDAE,Dendrortyx barbatus,Bearded Wood-partridge,8.150682757,2,3.600122856,489,22679576,Mexico, 
GRUIFORMES,RALLIDAE,Aramides wolfi,Brown Wood-rail,8.114503,2,3.596161242,490,22692581,"Colombia,Ecuador,Peru", 
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter brachyurus,New Britain Sparrowhawk,8.098795,2,3.594436348,491,22695605,Papua New Guinea, 
PASSERIFORMES,TITYRIDAE,Onychorhynchus occidentalis,Pacific Royal Flycatcher,8.091214923,2,3.593602915,492,22699653,"Ecuador,Peru", 
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter butleri,Nicobar Sparrowhawk,8.060446,2,3.590212707,493,22695494,India, 
COLUMBIFORMES,COLUMBIDAE,Gallicolumba crinigera,Mindanao Bleeding-heart,8.05313099,2,3.589405025,494,22690991,Philippines, 
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter princeps,New Britain Goshawk,8.049638,2,3.589019118,495,22695561,Papua New Guinea, 
PASSERIFORMES,TITYRIDAE,Onychorhynchus swainsoni,Atlantic Royal Flycatcher,8.039929645,2,3.587945753,496,22699659,Brazil, 
PASSERIFORMES,MUSCICAPIDAE,Swynnertonia swynnertoni,Swynnerton's Robin,8.024093794,2,3.58619245,497,22709616,"Mozambique,Tanzania, United Republic of,Zimbabwe", 
BUCEROTIFORMES,BUCEROTIDAE,Bycanistes cylindricus,Brown-cheeked Hornbill,7.994206929,2,3.582875057,498,22682585,"C™te d'Ivoire,Ghana,Guinea,Liberia,Sierra Leone,Togo", 
PASSERIFORMES,COTINGIDAE,Procnias tricarunculatus,Three-wattled Bellbird,7.979344,2,3.58122119,499,22700946,"Costa Rica,Honduras,Nicaragua,Panama", 
CUCULIFORMES,CUCULIDAE,Coccyzus ferrugineus,Cocos Cuckoo,7.944654,2,3.577350397,500,22684340,Costa Rica, 
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter luteoschistaceus,Slaty-backed Goshawk,7.916697,2,3.574219948,501,22695547,Papua New Guinea, 
GRUIFORMES,GRUIDAE,Bugeranus carunculatus,Wattled Crane,7.904425,2,3.572842705,502,22692129,"Angola,Botswana,Congo, The Democratic Republic of the,Ethiopia,Guinea-Bissau,Lesotho,Malawi,Mozambique,Namibia,Swaziland,Tanzania, United Republic of,South Africa,Zambia,Zimbabwe", 
PASSERIFORMES,TYRANNIDAE,Pyrocephalus nanus,Little Vermilion Flycatcher,7.88628,2,3.570802875,503,103682926,Ecuador, 
GALLIFORMES,PHASIANIDAE,Afropavo congensis,Congo Peafowl,7.826883587,2,3.564096379,504,22679430,"Congo, The Democratic Republic of the", 
CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha pusilla,Chatham Snipe,7.791741667,2,3.560107195,505,22693137,New Zealand, 
PASSERIFORMES,CORVIDAE,Garrulus lidthi,Amami Jay,7.7507657,2,3.555435566,506,22705771,Japan, 
PASSERIFORMES,TURDIDAE,Myadestes obscurus,Omao,7.745088251,2,3.554786561,507,22708579,United States, 
ANSERIFORMES,ANATIDAE,Dendrocygna arborea,West Indian Whistling-duck,7.708856783,2,3.55063489,508,22679770,"Antigua and Barbuda,Anguilla,Barbados,Bermuda,Bonaire, Sint Eustatius and Saba,Bahamas,Cuba,Curaçao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Saint Kitts and Nevis,Cayman Islands,Martinique,Puerto Rico,Sint Maarten (Dutch part),Turks and Caicos Islands,Virgin Islands, British,Virgin Islands, U.S.", 
PASSERIFORMES,NECTARINIIDAE,Anthreptes rubritorques,Banded Sunbird,7.693739,2,3.548897473,509,22717663,"Tanzania, United Republic of", 
CAPRIMULGIFORMES,TROCHILIDAE,Heliodoxa gularis,Pink-throated Brilliant,7.572599,2,3.534865315,510,22687721,"Colombia,Ecuador,Peru", 
PASSERIFORMES,TYRANNIDAE,Culicivora caudacuta,Sharp-tailed Tyrant,7.564950499,2,3.533972713,511,22699415,"Argentina,Bolivia, Plurinational States of,Brazil,Paraguay,Uruguay", 
ACCIPITRIFORMES,ACCIPITRIDAE,Haliaeetus sanfordi,Sanford's Sea-eagle,7.561781,2,3.53360259,512,22695105,"Papua New Guinea,Solomon Islands", 
STRIGIFORMES,STRIGIDAE,Nesasio solomonensis,Fearful Owl,7.559538649,2,3.533340654,513,22689539,"Papua New Guinea,Solomon Islands", 
STRIGIFORMES,STRIGIDAE,Bubo scandiacus,Snowy Owl,7.519913553,2,3.528700556,514,22689055,"Albania,Austria,Belgium,Bermuda,Belarus,Canada,China,Czech Republic,Germany,Denmark,Finland,Faroe Islands,France,United Kingdom,Greenland,Croatia,Hungary,Ireland,Iran, Islamic Republic of,Iceland,Japan,Kyrgyzstan,Korea, Democratic People's Republic of,Korea, Republic of,Kazakhstan,Luxembourg,Latvia,Montenegro,Mongolia,Netherlands,Norway,Pakistan,Poland,Saint Pierre and Miquelon,Portugal,Serbia,Russian Federation,Sweden,Svalbard and Jan Mayen,Slovakia,Turkmenistan,Ukraine,United States", 
PASSERIFORMES,VANGIDAE,Euryceros prevostii,Helmet Vanga,7.490377539,2,3.525227829,515,22708058,Madagascar, 
PASSERIFORMES,VANGIDAE,Oriolia bernieri,Bernier's Vanga,7.430905234,2,3.51819851,516,22708054,Madagascar, 
COLUMBIFORMES,COLUMBIDAE,Ramphiculus subgularis,Banggai Fruit-dove,7.4195962,2,3.516856231,517,22728146,Indonesia, 
COLUMBIFORMES,COLUMBIDAE,Ramphiculus meridionalis,Lompobattang Fruit-dove,7.4195962,2,3.516856231,517,22728045,Indonesia, 
STRIGIFORMES,STRIGIDAE,Glaucidium albertinum,Albertine Owlet,7.410065647,2,3.515723641,519,22689310,"Congo, The Democratic Republic of the,Rwanda", 
ACCIPITRIFORMES,ACCIPITRIDAE,Buteogallus lacernulatus,White-necked Hawk,7.406354,2,3.51528221,520,22695763,Brazil, 
PASSERIFORMES,CORVIDAE,Perisoreus internigrans,Sichuan Jay,7.405943927,2,3.515233427,521,22705778,China, 
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus heinrothi,Heinroth's Shearwater,7.398238,2,3.514316283,522,22698277,"Papua New Guinea,Solomon Islands", 
CAPRIMULGIFORMES,TROCHILIDAE,Phlogophilus hemileucurus,Ecuadorian Piedtail,7.388971797,2,3.513212323,523,22687703,"Colombia,Ecuador,Peru", 
PASSERIFORMES,ACROCEPHALIDAE,Calamonastides gracilirostris,Papyrus Yellow Warbler,7.37980929,2,3.512119518,524,103779235,"Burundi,Congo, The Democratic Republic of the,Kenya,Rwanda,Tanzania, United Republic of,Uganda", 
PASSERIFORMES,ACROCEPHALIDAE,Calamonastides bensoni,Zambian Yellow Warbler,7.37980929,2,3.512119518,524,103779336,"Burundi,Congo, The Democratic Republic of the,Kenya,Rwanda,Tanzania, United Republic of,Uganda,Zambia", 
PASSERIFORMES,LOCUSTELLIDAE,Poodytes caudatus,Snares Fernbird,7.37980929,2,3.512119518,524,103798418,New Zealand, 
PASSERIFORMES,LOCUSTELLIDAE,Poodytes albolimbatus,Fly River Grassbird,7.37980929,2,3.512119518,524,22715497,"Indonesia,Papua New Guinea", 
PASSERIFORMES,BERNIERIDAE,Xanthomixis apperti,Appert's Tetraka,7.37980929,2,3.512119518,524,22713004,Madagascar, 
PASSERIFORMES,PELLORNEIDAE,Schoeniparus variegaticeps,Golden-fronted Fulvetta,7.37980929,2,3.512119518,524,22716588,China, 
PASSERIFORMES,LEIOTRICHIDAE,Chatarrhaea longirostris,Slender-billed Babbler,7.37980929,2,3.512119518,524,22716358,"Bangladesh,India,Nepal", 
PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron meridionale,Travancore Laughingthrush,7.37980929,2,3.512119518,524,103874754,India, 
PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron ngoclinhense,Golden-winged Laughingthrush,7.37980929,2,3.512119518,524,22728591,Viet Nam, 
PASSERIFORMES,MODULATRICIDAE,Arcanator orostruthus,Dapple-throat,7.37980929,2,3.512119518,524,22715783,"Mozambique,Tanzania, United Republic of", 
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes chrysocome,Southern Rockhopper Penguin,7.375677,2,3.511626271,534,22735250,"Argentina,Australia,Chile,Falkland Islands (Malvinas),Heard Island and McDonald Islands,New Zealand,French Southern Territories,South Africa", 
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax nigrogularis,Socotra Cormorant,7.346868,2,3.50818074,535,22696802,"United Arab Emirates,Bahrain,Eritrea,India,Iraq,Iran, Islamic Republic of,Kuwait,Oman,Qatar,Saudi Arabia,Sudan,Somalia,Yemen", 
BUCEROTIFORMES,BUCEROTIDAE,Rhabdotorrhinus exarhatus,Sulawesi Hornbill,7.336371,2,3.506922351,536,22682504,Indonesia, 
PASSERIFORMES,CORVIDAE,Cyanolyca nanus,Dwarf Jay,7.335537733,2,3.50682239,537,22705672,Mexico, 
PASSERIFORMES,CORVIDAE,Cyanolyca mirabilis,White-throated Jay,7.321773295,2,3.50516973,538,22705675,Mexico, 
PASSERIFORMES,GRALLARIIDAE,Grallaria milleri,Brown-banded Antpitta,7.311391779,2,3.503921438,539,22703336,Colombia, 
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax ranfurlyi,Bounty Shag,7.306676,2,3.50335389,540,22696876,New Zealand, 
GRUIFORMES,RALLIDAE,Gallirallus australis,Weka,7.296204,2,3.502092422,541,22692384,New Zealand, 
PASSERIFORMES,GRALLARIIDAE,Grallaria gigantea,Giant Antpitta,7.292232361,2,3.501613578,542,22703240,"Colombia,Ecuador", 
PASSERIFORMES,PYCNONOTIDAE,Criniger olivaceus,Yellow-bearded Greenbul,7.28539472,2,3.500788654,543,22713125,"C™te d'Ivoire,Ghana,Guinea,Liberia,Sierra Leone", 
PASSERIFORMES,GRALLARIIDAE,Grallaria przewalskii,Rusty-tinged Antpitta,7.283826952,2,3.500599415,544,22703311,Peru, 
PASSERIFORMES,GRALLARIIDAE,Grallaria bangsi,Santa Marta Antpitta,7.27017088,2,3.498949533,545,22703271,Colombia, 
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax harrisi,Flightless Cormorant,7.257752,2,3.497446757,546,22696756,Ecuador, 
PASSERIFORMES,DICAEIDAE,Dicaeum retrocinctum,Scarlet-collared Flowerpecker,7.248732465,2,3.496353909,547,22717516,Philippines, 
PASSERIFORMES,GRALLARIIDAE,Grallaria rufocinerea,Bicolored Antpitta,7.248016821,2,3.496267147,548,22703292,"Colombia,Ecuador", 
PASSERIFORMES,GRALLARIIDAE,Grallaria excelsa,Great Antpitta,7.234533962,2,3.494631131,549,22703243,"Venezuela, Bolivarian Republic of", 
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax carunculatus,Rough-faced Shag,7.232951,2,3.494438878,550,22696846,New Zealand, 
PASSERIFORMES,GRALLARIIDAE,Grallaria alleni,Moustached Antpitta,7.217741218,2,3.492589741,551,22703252,"Colombia,Ecuador", 
GRUIFORMES,RALLIDAE,Laterallus xenopterus,Rufous-faced Crake,7.206702,2,3.491245499,552,22692374,"Bolivia, Plurinational States of,Brazil,Paraguay", 
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax colensoi,Auckland Shag,7.199673,2,3.490388637,553,22696869,New Zealand, 
STRIGIFORMES,STRIGIDAE,Glaucidium nubicola,Cloudforest Pygmy-owl,7.190496157,2,3.489268838,554,22724604,"Colombia,Ecuador", 
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea epomophora,Southern Royal Albatross,7.167664,2,3.486477305,555,22698314,"Antarctica,Argentina,Australia,Brazil,Bouvet Island,Chile,Falkland Islands (Malvinas),South Georgia and the South Sandwich Islands,Heard Island and McDonald Islands,New Caledonia,New Zealand,Saint Helena, Ascension and Tristan da Cunha,French Southern Territories,Uruguay,South Africa", 
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax campbelli,Campbell Shag,7.157547,2,3.485237872,556,22696840,New Zealand, 
PASSERIFORMES,ESTRILDIDAE,Amandava formosa,Green Avadavat,7.140560972,2,3.483153454,557,22719618,"India,Pakistan", 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma brevipes,Collared Petrel,7.140489502,2,3.483144675,558,22697987,"American Samoa,Cook Islands,Chile,Ecuador,Fiji,Kiribati,New Caledonia,Norfolk Island,Nauru,Niue,New Zealand,French Polynesia,Pitcairn,Solomon Islands,Tokelau,Tonga,Tuvalu,United States Minor Outlying Islands,Vanuatu,Wallis and Futuna,Samoa", 
PASSERIFORMES,PYCNONOTIDAE,Phyllastrephus viridiceps,Angola Greenbul,7.140074266,2,3.483093665,559,103819606,Angola, 
GRUIFORMES,RALLIDAE,Laterallus spilonota,Galapagos Rail,7.137556,2,3.48278425,560,22692366,Ecuador, 
PASSERIFORMES,GRALLARIIDAE,Grallaricula cumanensis,Sucre Antpitta,7.13551005,2,3.482532798,561,22736456,"Venezuela, Bolivarian Republic of", 
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes pachyrhynchus,Fiordland Penguin,7.130798,2,3.481953435,562,22697776,"Australia,New Zealand", 
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes robustus,Snares Penguin,7.130798,2,3.481953435,562,22697782,"Argentina,Australia,Falkland Islands (Malvinas),New Zealand", 
STRIGIFORMES,STRIGIDAE,Otus gurneyi,Giant Scops-owl,7.1099709,2,3.479388641,564,22688911,Philippines, 
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma deserta,Desertas Petrel,7.098134757,2,3.477928119,565,22736135,"Morocco,Portugal", 
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago macrodactyla,Madagascar Snipe,7.047510473,2,3.471657147,566,22693107,Madagascar, 
PASSERIFORMES,GRALLARIIDAE,Grallaricula cucullata,Hooded Antpitta,7.037426165,2,3.470403264,567,22703392,"Colombia,Venezuela, Bolivarian Republic of", 
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter imitator,Imitator Goshawk,7.022134,2,3.468498832,568,22695553,"Papua New Guinea,Solomon Islands", 
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago nemoricola,Wood Snipe,7.014404088,2,3.467534795,569,22693082,"Bangladesh,Bhutan,China,India,Lao People's Democratic Republic,Sri Lanka,Myanmar,Nepal,Pakistan,Viet Nam", 
CAPRIMULGIFORMES,APODIDAE,Apus acuticauda,Dark-rumped Swift,7.000841,2,3.465841022,570,22686853,"Bhutan,India,Sri Lanka,Nepal,Thailand", 
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus yelkouan,Yelkouan Shearwater,6.99879,2,3.465584641,571,22698230,"Albania,Austria,Bosnia and Herzegovina,Bulgaria,Cyprus,Algeria,Egypt,Spain,France,United Kingdom,Georgia,Gibraltar,Greece,Croatia,Israel,Italy,Lebanon,Libya,Morocco,Monaco,Montenegro,Macedonia, the former Yugoslav Republic of,Malta,Palestinian Territory, Occupied,Romania,Russian Federation,Slovenia,Syrian Arab Republic,Tunisia,Turkey,Ukraine", 
PASSERIFORMES,ALAUDIDAE,Calendulauda burra,Red Lark,6.991216324,2,3.46463734,572,22717180,South Africa, 
PASSERIFORMES,PYCNONOTIDAE,Pycnonotus dispar,Ruby-throated Bulbul,6.986644593,2,3.464065082,573,103827052,Indonesia, 
PASSERIFORMES,PYCNONOTIDAE,Pycnonotus snouckaerti,Aceh Bulbul,6.986644593,2,3.464065082,573,103831996,Indonesia, 
STRIGIFORMES,STRIGIDAE,Bubo philippensis,Philippine Eagle-owl,6.983894,2,3.463720623,575,22689002,Philippines, 
PASSERIFORMES,TROGLODYTIDAE,Hylorchilus navai,Nava's Wren,6.969699298,2,3.461941124,576,22711346,Mexico, 
PASSERIFORMES,TYRANNIDAE,Myiopagis olallai,Foothill Elaenia,6.955025278,2,3.460098201,577,22729451,"Ecuador,Peru", 
GRUIFORMES,GRUIDAE,Anthropoides paradiseus,Blue Crane,6.932522,2,3.457265379,578,22692109,"Botswana,Lesotho,Namibia,Swaziland,South Africa,Zimbabwe", 
PASSERIFORMES,PITTIDAE,Erythropitta inspeculata,Talaud Pitta,6.884804245,2,3.451231755,579,103656357,Indonesia, 
PASSERIFORMES,PITTIDAE,Erythropitta splendida,Tabar Pitta,6.884804245,2,3.451231755,579,103656470,Papua New Guinea, 
