Order,Family,Species,Common name,ED,GE,EDGE,EDGE rank,Red List ID,Distribution,
SQUAMATA,ANGUIDAE,Celestus fowleri,"Bromeliad Galliwasp, Fowler's Galliwasp",12.84596163,2,4.014287972,524,4095,Jamaica, 
SQUAMATA,HOPLOCERCIDAE,Morunasaurus annularis,"Ringed Spinytail Iguana, Ringed Manticores",12.837486,2,4.013675648,525,203069,"Colombia,Ecuador", 
SQUAMATA,CHAMAELEONIDAE,Furcifer rhinoceratus,,12.80110236,2,4.011042831,526,172758,Madagascar, 
SQUAMATA,AMPHISBAENIDAE,Amphisbaena innocens,Innocent Worm Lizard,12.58346471,2,3.995147584,527,74855859,"Dominican Republic,Haiti", 
SQUAMATA,TYPHLOPIDAE,Amerotyphlops stadelmani,Stadelman's Worm Snake,12.58262782,2,3.995085971,528,203654,Honduras, 
SQUAMATA,PHRYNOSOMATIDAE,Uta tumidarostra,,12.559976,2,3.993416874,529,64181,Mexico, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Pseudoxyrhopus sokosoko,,12.34232636,2,3.977235776,530,177531,Madagascar, 
SQUAMATA,PHRYNOSOMATIDAE,Uta encantadae,,12.32142327,2,3.975667873,531,64175,Mexico, 
SQUAMATA,LACERTIDAE,Podarcis milensis,"Miles Wall Lizard, Milos Wall Lizard",12.30051187,2,3.974096882,532,17797,Greece, 
SQUAMATA,SCINCIDAE,Scelotes bourquini,"Bourquin's Dwarf Burrowing Skink, Bourquin's Burrowing Skink",12.27778315,2,3.97238656,533,19953,South Africa, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Liophidium therezieni,,12.25791613,2,3.970889179,534,176828,Madagascar, 
SQUAMATA,SCINCIDAE,Parvoscincus sisoni,,12.23637279,2,3.969262915,535,169832,Philippines, 
SQUAMATA,SCINCIDAE,Trachylepis tavaratra,,12.22292266,2,3.96824625,536,178296,Madagascar, 
SQUAMATA,PHRYNOSOMATIDAE,Uta lowei,,12.20295796,2,3.966735253,537,64176,Mexico, 
SQUAMATA,CHAMAELEONIDAE,Trioceros serratus,,12.19098035,2,3.96582765,538,203829,"Cameroon,Nigeria", 
SQUAMATA,LACERTIDAE,Podarcis gaigeae,Skyros Wall Lizard,12.17793039,2,3.964837851,539,61547,Greece, 
SQUAMATA,CHAMAELEONIDAE,Calumma oshaughnessyi,O'Shaughnessy's Chameleon,12.17598896,2,3.964690516,540,172915,Madagascar, 
SQUAMATA,VIPERIDAE,Ophryacus undulatus,,12.17249199,2,3.964425076,541,64341,Mexico, 
SQUAMATA,SCINCIDAE,Plestiodon reynoldsi,"Florida Sand Skink, Sand Skink",12.12506867,2,3.960818402,542,14564,United States, 
SQUAMATA,AGAMIDAE,Diporiphora vescus,Northern Pilbara Tree Dragon,12.09085339,2,3.958208133,543,83491786,Australia, 
SQUAMATA,AMPHISBAENIDAE,Cynisca nigeriensis,,12.08173368,2,3.957511243,544,203816,Nigeria, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Pseudoxyrhopus oblectator,,12.05471753,2,3.955443926,545,172847,Madagascar, 
SQUAMATA,CHAMAELEONIDAE,Bradypodion pumilum,Cape Dwarf Chameleon,12.0540167,2,3.955390241,546,42683517,South Africa, 
SQUAMATA,SCINCIDAE,Plestiodon kishinouyei,"Japanese Skink, Kishinoue's Giant Skink",12.00101399,2,3.951321715,547,8217,Japan, 
SQUAMATA,GERRHOSAURIDAE,Zonosaurus anelanelany,,11.99580781,2,3.95092119,548,172996,Madagascar, 
SQUAMATA,IGUANIDAE,Amblyrhynchus cristatus,"Fernandina Marine Iguana, Galapagos Marine Iguana, Galápagos Marine Iguana, Marine Iguana, Sea Iguana",11.98742689,2,3.950276088,549,1086,Ecuador, 
SQUAMATA,UROPELTIDAE,Uropeltis phipsonii,"Phipson's Earth Snake, Phipson's Shieldtail",11.96821953,2,3.948796074,550,172622,India, 
SQUAMATA,SCINCIDAE,Amphiglossus splendidus,Splendid Skink,11.92770657,2,3.945667165,551,172908,Madagascar, 
SQUAMATA,LEIOSAURIDAE,Anisolepis undulatus,Wiegmann's Tree Lizard,11.91816142,2,3.944928544,552,39907,"Argentina,Brazil,Uruguay", 
SQUAMATA,SCINCIDAE,Amphiglossus alluaudi,,11.91238739,2,3.944481475,553,178205,Madagascar, 
SQUAMATA,SCINCIDAE,Chalcides guentheri,Günther's Cylindrical Skink,11.8765383,2,3.94170128,554,61476,"Israel,Jordan,Lebanon,Palestinian Territory, Occupied,Syrian Arab Republic", 
CROCODYLIA,CROCODYLIDAE,Crocodylus palustris,"Mugger, Broad-snouted Crocodile, Marsh Crocodile, Muggar",11.8729734,2,3.94142439,555,5667,"Bangladesh,Bhutan,India,Iran, Islamic Republic of,Sri Lanka,Myanmar,Nepal,Pakistan", 
SQUAMATA,PHRYNOSOMATIDAE,Uta palmeri,,11.85174758,2,3.939774162,556,64178,Mexico, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Liopholidophis grandidieri,Grandidier's Water Snake,11.77657829,2,3.933908035,557,176840,Madagascar, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Compsophis zeny,,11.73982713,2,3.931027442,558,172922,Madagascar, 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Lycodryas citrinus,,11.72920754,2,3.93019352,559,177542,Madagascar, 
SQUAMATA,LEIOSAURIDAE,Anisolepis longicauda,,11.72160336,2,3.929595961,560,203135,"Argentina,Paraguay", 
SQUAMATA,PSEUDOXYRHOPHIIDAE,Thamnosophis stumpffi,Yellow-striped Water Snake,11.69861909,2,3.927787615,561,176841,Madagascar, 
SQUAMATA,ELAPIDAE,Bungarus slowinskii,Red River Krait,11.59218476,2,3.919370726,562,192221,Viet Nam, 
SQUAMATA,AGAMIDAE,Bronchocela smaragdina,Gunther's Bloodsucker,11.4572869,2,3.908600106,563,170379,"Cambodia,Viet Nam", 
SQUAMATA,SCINCIDAE,Plestiodon barbouri,Barbour's blue-tailed Skink,11.31975029,2,3.89749805,564,199742,Japan, 
SQUAMATA,SCINCIDAE,Dasia griffini,Griffin's Keel-scaled Tree Skink,11.30809798,2,3.896551779,565,169806,Philippines, 
SQUAMATA,AMPHISBAENIDAE,Cynisca leonina,Los Archipelago Worm Lizard,11.30520865,2,3.896317001,566,203811,Guinea, 
SQUAMATA,CHAMAELEONIDAE,Calumma peyrierasi,,11.29904081,2,3.895815638,567,176305,Madagascar, 
SQUAMATA,SCINCIDAE,Oligosoma lichenigera,"Lord Howe and Norfolk Islands Skink, Lord Howe Island Skink",11.27560447,2,3.893908277,568,40796,"Australia,Norfolk Island", 
SQUAMATA,AGAMIDAE,Agama montana,Montane Rock Agama,11.26745652,2,3.893244306,569,17450723,"Tanzania, United Republic of", 
SQUAMATA,PHRYNOSOMATIDAE,Urosaurus clarionensis,,11.23323153,2,3.890450506,570,64169,Mexico, 
SQUAMATA,TROPIDURIDAE,Stenocercus torquatus,,11.15013508,2,3.883634649,571,178552,Peru, 
SQUAMATA,CHAMAELEONIDAE,Trioceros quadricornis,"Four-horned Chameleon, Eisentraut's Chameleon, Northern Four-horned Chameleon, Rumpi Hills Chameleon, Southern Four-horned Chameleon",11.13597103,2,3.882468216,572,172571,"Cameroon,Nigeria", 
